	cluster	instances	deposits	length
19532	['5ZZ']	1	1	1
19533	['5ZM']	1	1	1
19534	['5Z5']	1	1	1
19535	['VHS']	1	1	1
19536	['NC4']	1	1	1
19537	['NC6']	1	1	1
19538	['4P1']	1	1	1
19539	['M0T']	1	1	1
19540	['M07']	1	1	1
19541	['NW7']	1	1	1
19542	['NW4']	1	1	1
19543	['NW1']	1	1	1
19544	['M08']	1	1	1
19545	['NUE']	1	1	1
19546	['NUD']	1	1	1
19547	['M09']	1	1	1
19548	['LWS']	1	1	1
19549	['NSV']	1	1	1
19550	['NST']	1	1	1
19551	['LWH']	1	1	1
19552	['NSN']	1	1	1
19553	['LSG']	1	1	1
19554	['NSK']	1	1	1
19555	['NSJ']	1	1	1
19556	['LS3']	1	1	1
19557	['LS4']	1	1	1
19558	['LSB']	1	1	1
19559	['M06']	1	1	1
19560	['M04']	1	1	1
19561	['M02']	1	1	1
19562	['LZS']	1	1	1
19563	['NV7']	1	1	1
19564	['NV1']	1	1	1
19565	['M0A']	1	1	1
19566	['LZL']	1	1	1
19567	['LZP']	1	1	1
19568	['NUJ']	1	1	1
19569	['LZQ']	1	1	1
19570	['LZR']	1	1	1
19571	['NX7']	1	1	1
19572	['M00']	1	1	1
19573	['NX5']	1	1	1
19574	['NX4']	1	1	1
19575	['NX3']	1	1	1
19576	['NX2']	1	1	1
19577	['NX1']	1	1	1
19578	['NWY']	1	1	1
19579	['NWV']	1	1	1
19580	['NWP']	1	1	1
19581	['NS9']	1	1	1
19582	['LWG']	1	1	1
19583	['NRW']	1	1	1
19584	['P1G']	1	1	1
19585	['P29']	1	1	1
19586	['P27']	1	1	1
19587	['P26']	1	1	1
19588	['LRP']	1	1	1
19589	['P21']	1	1	1
19590	['P1Y']	1	1	1
19591	['P1S']	1	1	1
19592	['LUN']	1	1	1
19593	['P1E']	1	1	1
19594	['LRM']	1	1	1
19595	['LV4']	1	1	1
19596	['P1D']	1	1	1
19597	['P2L']	1	1	1
19598	['LVV']	1	1	1
19599	['P39']	1	1	1
19600	['P38']	1	1	1
19601	['P37']	1	1	1
19602	['P36']	1	1	1
19603	['P2B']	1	1	1
19604	['NTC']	1	1	1
19605	['NRV']	1	1	1
19606	['NTX']	1	1	1
19607	['NRS']	1	1	1
19608	['LSP']	1	1	1
19609	['NT1']	1	1	1
19610	['NT7']	1	1	1
19611	['NU9']	1	1	1
19612	['LSW']	1	1	1
19613	['NU6']	1	1	1
19614	['NU3']	1	1	1
19615	['NTV']	1	1	1
19616	['LQF']	1	1	1
19617	['NTS']	1	1	1
19618	['NRM']	1	1	1
19619	['LS2']	1	1	1
19620	['LS1']	1	1	1
19621	['NTI']	1	1	1
19622	['LRV']	1	1	1
19623	['LQE']	1	1	1
19624	['NTF']	1	1	1
19625	['M0B']	1	1	1
19626	['NVD']	1	1	1
19627	['LW1']	1	1	1
19628	['NVE']	1	1	1
19629	['LZ5']	1	1	1
19630	['NRA']	1	1	1
19631	['LZ7']	1	1	1
19632	['NR4']	1	1	1
19633	['NR3']	1	1	1
19634	['LZ8']	1	1	1
19635	['NQJ']	1	1	1
19636	['NQI']	1	1	1
19637	['NQG']	1	1	1
19638	['NQB']	1	1	1
19639	['LZA']	1	1	1
19640	['NQ4']	1	1	1
19641	['LZB']	1	1	1
19642	['NPZ']	1	1	1
19643	['LZC']	1	1	1
19644	['LZD']	1	1	1
19645	['LY7']	1	1	1
19646	['NPU']	1	1	1
19647	['NOM']	1	1	1
19648	['NPR']	1	1	1
19649	['NPP']	1	1	1
19650	['LZ4']	1	1	1
19651	['PMU']	1	1	1
19652	['O62']	1	1	1
19653	['O61']	1	1	1
19654	['O60']	1	1	1
19655	['PMK']	1	1	1
19656	['O71']	1	1	1
19657	['NXJ']	1	1	1
19658	['NXD']	1	1	1
19659	['PMO']	1	1	1
19660	['PMX']	1	1	1
19661	['NOO']	1	1	1
19662	['PMZ']	1	1	1
19663	['LZ3']	1	1	1
19664	['NP2']	1	1	1
19665	['NP1']	1	1	1
19666	['LYG']	1	1	1
19667	['LYL']	1	1	1
19668	['NOT']	1	1	1
19669	['NOQ']	1	1	1
19670	['NOL']	1	1	1
19671	['LX0']	1	1	1
19672	['NN1']	1	1	1
19673	['NNB']	1	1	1
19674	['NNQ']	1	1	1
19675	['NNI']	1	1	1
19676	['M14']	1	1	1
19677	['M15']	1	1	1
19678	['M18']	1	1	1
19679	['NNE']	1	1	1
19680	['M1B']	1	1	1
19681	['NNC']	1	1	1
19682	['M1C']	1	1	1
19683	['NO7']	1	1	1
19684	['M1J']	1	1	1
19685	['M1L']	1	1	1
19686	['M1S']	1	1	1
19687	['NVV']	1	1	1
19688	['M23']	1	1	1
19689	['NVM']	1	1	1
19690	['NVJ']	1	1	1
19691	['M24']	1	1	1
19692	['LZH']	1	1	1
19693	['LZE']	1	1	1
19694	['NMZ']	1	1	1
19695	['NM1']	1	1	1
19696	['NMP']	1	1	1
19697	['LX3']	1	1	1
19698	['LX8']	1	1	1
19699	['NMB']	1	1	1
19700	['NMA']	1	1	1
19701	['NM8']	1	1	1
19702	['LX9']	1	1	1
19703	['LXB']	1	1	1
19704	['LXG']	1	1	1
19705	['NOC']	1	1	1
19706	['NLI']	1	1	1
19707	['NLD']	1	1	1
19708	['LXV']	1	1	1
19709	['LXX']	1	1	1
19710	['NN7']	1	1	1
19711	['NNA']	1	1	1
19712	['LXZ']	1	1	1
19713	['NOD']	1	1	1
19714	['P35']	1	1	1
19715	['LUG']	1	1	1
19716	['O6D']	1	1	1
19717	['MB9']	1	1	1
19718	['P5M']	1	1	1
19719	['P5K']	1	1	1
19720	['M3S']	1	1	1
19721	['P5D']	1	1	1
19722	['M41']	1	1	1
19723	['P5C']	1	1	1
19724	['P58']	1	1	1
19725	['P55']	1	1	1
19726	['M4O']	1	1	1
19727	['P53']	1	1	1
19728	['M8B']	1	1	1
19729	['P50']	1	1	1
19730	['P5B']	1	1	1
19731	['M4Z']	1	1	1
19732	['OX6']	1	1	1
19733	['M54']	1	1	1
19734	['M59']	1	1	1
19735	['OIS']	1	1	1
19736	['OIR']	1	1	1
19737	['P5P']	1	1	1
19738	['P5V']	1	1	1
19739	['P60']	1	1	1
19740	['MBS']	1	1	1
19741	['MBB']	1	1	1
19742	['MBC']	1	1	1
19743	['P47']	1	1	1
19744	['P46']	1	1	1
19745	['P45']	1	1	1
19746	['P44']	1	1	1
19747	['MBP']	1	1	1
19748	['P42']	1	1	1
19749	['P40']	1	1	1
19750	['M2A']	1	1	1
19751	['P3Z']	1	1	1
19752	['MBV']	1	1	1
19753	['P3U']	1	1	1
19754	['MBX']	1	1	1
19755	['MC']	1	1	1
19756	['P4L']	1	1	1
19757	['M8E']	1	1	1
19758	['P4Y']	1	1	1
19759	['M3M']	1	1	1
19760	['M3K']	1	1	1
19761	['M2C']	1	1	1
19762	['ODH']	1	1	1
19763	['M86']	1	1	1
19764	['M8A']	1	1	1
19765	['M5S']	1	1	1
19766	['M5T']	1	1	1
19767	['ODR']	1	1	1
19768	['M5Z']	1	1	1
19769	['ODN']	1	1	1
19770	['ODJ']	1	1	1
19771	['M60']	1	1	1
19772	['OKD']	1	1	1
19773	['M61']	1	1	1
19774	['M66']	1	1	1
19775	['M67']	1	1	1
19776	['M6A']	1	1	1
19777	['OCG']	1	1	1
19778	['M6E']	1	1	1
19779	['OCC']	1	1	1
19780	['OCB']	1	1	1
19781	['M84']	1	1	1
19782	['M80']	1	1	1
19783	['M2W']	1	1	1
19784	['M5G']	1	1	1
19785	['M31']	1	1	1
19786	['M32']	1	1	1
19787	['OHL']	1	1	1
19788	['M34']	1	1	1
19789	['M37']	1	1	1
19790	['M38']	1	1	1
19791	['M39']	1	1	1
19792	['M3C']	1	1	1
19793	['M73']	1	1	1
19794	['M7S']	1	1	1
19795	['M76']	1	1	1
19796	['M7C']	1	1	1
19797	['OLU']	1	1	1
19798	['M7O']	1	1	1
19799	['OLM']	1	1	1
19800	['M7R']	1	1	1
19801	['OL2']	1	1	1
19802	['OKO']	1	1	1
19803	['P4D']	1	1	1
19804	['MB6']	1	1	1
19805	['LTD']	1	1	1
19806	['P63']	1	1	1
19807	['MAO']	1	1	1
19808	['P02']	1	1	1
19809	['P04']	1	1	1
19810	['P19']	1	1	1
19811	['MAT']	1	1	1
19812	['P14']	1	1	1
19813	['P13']	1	1	1
19814	['P12']	1	1	1
19815	['P11']	1	1	1
19816	['P10']	1	1	1
19817	['MAX']	1	1	1
19818	['MA0']	1	1	1
19819	['P0F']	1	1	1
19820	['P0E']	1	1	1
19821	['P0D']	1	1	1
19822	['P0C']	1	1	1
19823	['P09']	1	1	1
19824	['M8F']	1	1	1
19825	['P07']	1	1	1
19826	['M8D']	1	1	1
19827	['MA9']	1	1	1
19828	['MA8']	1	1	1
19829	['OZS']	1	1	1
19830	['P31']	1	1	1
19831	['P2Z']	1	1	1
19832	['LTI']	1	1	1
19833	['LTJ']	1	1	1
19834	['LTL']	1	1	1
19835	['P2O']	1	1	1
19836	['OZZ']	1	1	1
19837	['LU1']	1	1	1
19838	['OZR']	1	1	1
19839	['OXS']	1	1	1
19840	['OZN']	1	1	1
19841	['LU7']	1	1	1
19842	['OYS']	1	1	1
19843	['OYQ']	1	1	1
19844	['OYJ']	1	1	1
19845	['OY0']	1	1	1
19846	['OXV']	1	1	1
19847	['MA2']	1	1	1
19848	['P0H']	1	1	1
19849	['OX7']	1	1	1
19850	['M8O']	1	1	1
19851	['P8P']	1	1	1
19852	['P9A']	1	1	1
19853	['P97']	1	1	1
19854	['P95']	1	1	1
19855	['MCJ']	1	1	1
19856	['P91']	1	1	1
19857	['MCK']	1	1	1
19858	['P8X']	1	1	1
19859	['MCU']	1	1	1
19860	['MCW']	1	1	1
19861	['P83']	1	1	1
19862	['P8D']	1	1	1
19863	['MCX']	1	1	1
19864	['P88']	1	1	1
19865	['MD0']	1	1	1
19866	['MD3']	1	1	1
19867	['MD5']	1	1	1
19868	['MC5']	1	1	1
19869	['MB4']	1	1	1
19870	['P9B']	1	1	1
19871	['P7C']	1	1	1
19872	['M8P']	1	1	1
19873	['M91']	1	1	1
19874	['P7A']	1	1	1
19875	['P79']	1	1	1
19876	['P78']	1	1	1
19877	['P76']	1	1	1
19878	['M8S']	1	1	1
19879	['M8V']	1	1	1
19880	['M8Y']	1	1	1
19881	['M90']	1	1	1
19882	['M9A']	1	1	1
19883	['P66']	1	1	1
19884	['M9F']	1	1	1
19885	['P6J']	1	1	1
19886	['M9M']	1	1	1
19887	['MB1']	1	1	1
19888	['P6B']	1	1	1
19889	['MC9']	1	1	1
19890	['P69']	1	1	1
19891	['P7B']	1	1	1
19892	['PMD']	1	1	1
19893	['O6M']	1	1	1
19894	['NC7']	1	1	1
19895	['QSN']	1	1	1
19896	['PEW']	1	1	1
19897	['PU9']	1	1	1
19898	['PU8']	1	1	1
19899	['PU7']	1	1	1
19900	['PU6']	1	1	1
19901	['PU5']	1	1	1
19902	['PU4']	1	1	1
19903	['PU2']	1	1	1
19904	['PF4']	1	1	1
19905	['PUX']	1	1	1
19906	['PF6']	1	1	1
19907	['PUZ']	1	1	1
19908	['PF8']	1	1	1
19909	['PF9']	1	1	1
19910	['PGJ']	1	1	1
19911	['PGK']	1	1	1
19912	['PI0']	1	1	1
19913	['PI4']	1	1	1
19914	['PVP']	1	1	1
19915	['PUC']	1	1	1
19916	['PFC']	1	1	1
19917	['PGG']	1	1	1
19918	['PFI']	1	1	1
19919	['PZQ']	1	1	1
19920	['PU0']	1	1	1
19921	['PZL']	1	1	1
19922	['PFP']	1	1	1
19923	['PZB']	1	1	1
19924	['PZ5']	1	1	1
19925	['PZ3']	1	1	1
19926	['PZ2']	1	1	1
19927	['PFK']	1	1	1
19928	['PUM']	1	1	1
19929	['PFO']	1	1	1
19930	['PFR']	1	1	1
19931	['PYN']	1	1	1
19932	['PFV']	1	1	1
19933	['PFW']	1	1	1
19934	['PFY']	1	1	1
19935	['PUP']	1	1	1
19936	['PUN']	1	1	1
19937	['PI5']	1	1	1
19938	['PI7']	1	1	1
19939	['PI8']	1	1	1
19940	['PB9']	1	1	1
19941	['PH9']	1	1	1
19942	['Q80']	1	1	1
19943	['PHH']	1	1	1
19944	['PHP']	1	1	1
19945	['QGA']	1	1	1
19946	['PBH']	1	1	1
19947	['QFS']	1	1	1
19948	['QFI']	1	1	1
19949	['PBF']	1	1	1
19950	['PH7']	1	1	1
19951	['PBX']	1	1	1
19952	['PC0']	1	1	1
19953	['PC3']	1	1	1
19954	['PB1']	1	1	1
19955	['P9L']	1	1	1
19956	['Q7M']	1	1	1
19957	['PC5']	1	1	1
19958	['Q1D']	1	1	1
19959	['Q82']	1	1	1
19960	['Q9G']	1	1	1
19961	['PVC']	1	1	1
19962	['PHW']	1	1	1
19963	['PI9']	1	1	1
19964	['PV8']	1	1	1
19965	['PIC']	1	1	1
19966	['PV2']	1	1	1
19967	['PV1']	1	1	1
19968	['PV0']	1	1	1
19969	['QHA']	1	1	1
19970	['PZX']	1	1	1
19971	['QC0']	1	1	1
19972	['Q9T']	1	1	1
19973	['QBY']	1	1	1
19974	['PHV']	1	1	1
19975	['QBB']	1	1	1
19976	['QAY']	1	1	1
19977	['QAT']	1	1	1
19978	['QAQ']	1	1	1
19979	['Q9Z']	1	1	1
19980	['Q9Y']	1	1	1
19981	['PZS']	1	1	1
19982	['QS5']	1	1	1
19983	['Q19']	1	1	1
19984	['QRX']	1	1	1
19985	['QNM']	1	1	1
19986	['QNS']	1	1	1
19987	['R5V']	1	1	1
19988	['QNZ']	1	1	1
19989	['QKH']	1	1	1
19990	['R39']	1	1	1
19991	['R37']	1	1	1
19992	['R1B']	1	1	1
19993	['QK0']	1	1	1
19994	['QHG']	1	1	1
19995	['QI1']	1	1	1
19996	['R13']	1	1	1
19997	['R12']	1	1	1
19998	['QI2']	1	1	1
19999	['QI3']	1	1	1
20000	['R0N']	1	1	1
20001	['QID']	1	1	1
20002	['QIF']	1	1	1
20003	['QIG']	1	1	1
20004	['QNI']	1	1	1
20005	['R6A']	1	1	1
20006	['R6G']	1	1	1
20007	['QLW']	1	1	1
20008	['R4C']	1	1	1
20009	['R4B']	1	1	1
20010	['R4N']	1	1	1
20011	['R55']	1	1	1
20012	['R56']	1	1	1
20013	['R45']	1	1	1
20014	['QZK']	1	1	1
20015	['QL2']	1	1	1
20016	['QMI']	1	1	1
20017	['QN7']	1	1	1
20018	['R86']	1	1	1
20019	['R84']	1	1	1
20020	['R83']	1	1	1
20021	['R7U']	1	1	1
20022	['QN1']	1	1	1
20023	['QYT']	1	1	1
20024	['QN2']	1	1	1
20025	['QN3']	1	1	1
20026	['QIN']	1	1	1
20027	['QJS']	1	1	1
20028	['QZQ']	1	1	1
20029	['QQV']	1	1	1
20030	['QUG']	1	1	1
20031	['PY3']	1	1	1
20032	['PY1']	1	1	1
20033	['QUD']	1	1	1
20034	['QUB']	1	1	1
20035	['QQ1']	1	1	1
20036	['PXS']	1	1	1
20037	['PXJ']	1	1	1
20038	['PXH']	1	1	1
20039	['QYD']	1	1	1
20040	['QQX']	1	1	1
20041	['PXE']	1	1	1
20042	['QQY']	1	1	1
20043	['QRG']	1	1	1
20044	['PXB']	1	1	1
20045	['QRL']	1	1	1
20046	['QRP']	1	1	1
20047	['PY8']	1	1	1
20048	['QH3']	1	1	1
20049	['QWI']	1	1	1
20050	['QZN']	1	1	1
20051	['R2S']	1	1	1
20052	['QJZ']	1	1	1
20053	['R1F']	1	1	1
20054	['QO9']	1	1	1
20055	['R1S']	1	1	1
20056	['R36']	1	1	1
20057	['QUH']	1	1	1
20058	['QUN']	1	1	1
20059	['R2Z']	1	1	1
20060	['QUP']	1	1	1
20061	['QWE']	1	1	1
20062	['QUW']	1	1	1
20063	['QUY']	1	1	1
20064	['R2C']	1	1	1
20065	['QV4']	1	1	1
20066	['R29']	1	1	1
20067	['QV8']	1	1	1
20068	['R22']	1	1	1
20069	['R21']	1	1	1
20070	['PC6']	1	1	1
20071	['Q18']	1	1	1
20072	['POB']	1	1	1
20073	['POX']	1	1	1
20074	['PTI']	1	1	1
20075	['PTS']	1	1	1
20076	['PTV']	1	1	1
20077	['PRS']	1	1	1
20078	['OAH']	1	1	1
20079	['PS2']	1	1	1
20080	['PS8']	1	1	1
20081	['OAC']	1	1	1
20082	['PSB']	1	1	1
20083	['OA4']	1	1	1
20084	['PSM']	1	1	1
20085	['O97']	1	1	1
20086	['O96']	1	1	1
20087	['PSN']	1	1	1
20088	['O92']	1	1	1
20089	['O8M']	1	1	1
20090	['O8H']	1	1	1
20091	['O8G']	1	1	1
20092	['OAI']	1	1	1
20093	['NZ7']	1	1	1
20094	['PTB']	1	1	1
20095	['NZD']	1	1	1
20096	['PP7']	1	1	1
20097	['NXP']	1	1	1
20098	['POZ']	1	1	1
20099	['NXM']	1	1	1
20100	['NZ1']	1	1	1
20101	['PP0']	1	1	1
20102	['PP4']	1	1	1
20103	['PP5']	1	1	1
20104	['O04']	1	1	1
20105	['NZV']	1	1	1
20106	['NZF']	1	1	1
20107	['NZU']	1	1	1
20108	['PP8']	1	1	1
20109	['NZS']	1	1	1
20110	['PPB']	1	1	1
20111	['NZN']	1	1	1
20112	['NZJ']	1	1	1
20113	['NZI']	1	1	1
20114	['NZG']	1	1	1
20115	['O8B']	1	1	1
20116	['OAK']	1	1	1
20117	['OAM']	1	1	1
20118	['O47']	1	1	1
20119	['O4Y']	1	1	1
20120	['O4V']	1	1	1
20121	['O4S']	1	1	1
20122	['O4P']	1	1	1
20123	['O4G']	1	1	1
20124	['O4D']	1	1	1
20125	['O4A']	1	1	1
20126	['O48']	1	1	1
20127	['PKT']	1	1	1
20128	['O54']	1	1	1
20129	['O43']	1	1	1
20130	['PL1']	1	1	1
20131	['PL7']	1	1	1
20132	['PNC']	1	1	1
20133	['PNE']	1	1	1
20134	['PNF']	1	1	1
20135	['PO5']	1	1	1
20136	['O75']	1	1	1
20137	['PKF']	1	1	1
20138	['O58']	1	1	1
20139	['POF']	1	1	1
20140	['OB4']	1	1	1
20141	['OBE']	1	1	1
20142	['PLZ']	1	1	1
20143	['OBA']	1	1	1
20144	['PM0']	1	1	1
20145	['PM1']	1	1	1
20146	['OB7']	1	1	1
20147	['OB6']	1	1	1
20148	['OB5']	1	1	1
20149	['PJA']	1	1	1
20150	['O59']	1	1	1
20151	['OAZ']	1	1	1
20152	['OAW']	1	1	1
20153	['PJC']	1	1	1
20154	['PJZ']	1	1	1
20155	['PK0']	1	1	1
20156	['OAL']	1	1	1
20157	['O8A']	1	1	1
20158	['PK1']	1	1	1
20159	['NXS']	1	1	1
20160	['NXV']	1	1	1
20161	['PD7']	1	1	1
20162	['POT']	1	1	1
20163	['Q46']	1	1	1
20164	['PCM']	1	1	1
20165	['Q35']	1	1	1
20166	['Q2Y']	1	1	1
20167	['PCN']	1	1	1
20168	['PCS']	1	1	1
20169	['PCV']	1	1	1
20170	['Q2N']	1	1	1
20171	['Q27']	1	1	1
20172	['Q26']	1	1	1
20173	['Q3B']	1	1	1
20174	['NL4']	1	1	1
20175	['PIU']	1	1	1
20176	['P9C']	1	1	1
20177	['O25']	1	1	1
20178	['O23']	1	1	1
20179	['O22']	1	1	1
20180	['O1Z']	1	1	1
20181	['O1D']	1	1	1
20182	['PCK']	1	1	1
20183	['PCB']	1	1	1
20184	['PD3']	1	1	1
20185	['PDK']	1	1	1
20186	['PD8']	1	1	1
20187	['PD9']	1	1	1
20188	['PDE']	1	1	1
20189	['PDJ']	1	1	1
20190	['Q12']	1	1	1
20191	['Q11']	1	1	1
20192	['Q0J']	1	1	1
20193	['Q0B']	1	1	1
20194	['Q06']	1	1	1
20195	['Q67']	1	1	1
20196	['Q04']	1	1	1
20197	['Q03']	1	1	1
20198	['PDV']	1	1	1
20199	['Q20']	1	1	1
20200	['PDZ']	1	1	1
20201	['Q22']	1	1	1
20202	['Q6W']	1	1	1
20203	['PD6']	1	1	1
20204	['O1A']	1	1	1
20205	['PPX']	1	1	1
20206	['O17']	1	1	1
20207	['O0A']	1	1	1
20208	['PR2']	1	1	1
20209	['O2P']	1	1	1
20210	['PRB']	1	1	1
20211	['O2M']	1	1	1
20212	['O2J']	1	1	1
20213	['O2D']	1	1	1
20214	['O28']	1	1	1
20215	['O0G']	1	1	1
20216	['NYK']	1	1	1
20217	['PR1']	1	1	1
20218	['POO']	1	1	1
20219	['NYA']	1	1	1
20220	['NY7']	1	1	1
20221	['NY4']	1	1	1
20222	['POQ']	1	1	1
20223	['NY1']	1	1	1
20224	['POR']	1	1	1
20225	['POS']	1	1	1
20226	['O2T']	1	1	1
20227	['O2W']	1	1	1
20228	['O15']	1	1	1
20229	['O27']	1	1	1
20230	['O14']	1	1	1
20231	['O13']	1	1	1
20232	['O11']	1	1	1
20233	['O0Y']	1	1	1
20234	['O0V']	1	1	1
20235	['PQ3']	1	1	1
20236	['O26']	1	1	1
20237	['PQ7']	1	1	1
20238	['O29']	1	1	1
20239	['O2Y']	1	1	1
20240	['PQA']	1	1	1
20241	['O3G']	1	1	1
20242	['O3D']	1	1	1
20243	['O3A']	1	1	1
20244	['PQD']	1	1	1
20245	['O37']	1	1	1
20246	['O33']	1	1	1
20247	['O30']	1	1	1
20248	['OBY']	1	1	1
20249	['M6F']	1	1	1
20250	['M6S']	1	1	1
20251	['4CE']	1	1	1
20252	['NAL']	1	1	1
20253	['N91']	1	1	1
20254	['4IB']	1	1	1
20255	['4I4']	1	1	1
20256	['4HZ']	1	1	1
20257	['N7N']	1	1	1
20258	['4HW']	1	1	1
20259	['N7O']	1	1	1
20260	['N7R']	1	1	1
20261	['4HS']	1	1	1
20262	['4HQ']	1	1	1
20263	['N8G']	1	1	1
20264	['N8J']	1	1	1
20265	['N8M']	1	1	1
20266	['N8N']	1	1	1
20267	['4JY']	1	1	1
20268	['N8T']	1	1	1
20269	['N3A']	1	1	1
20270	['NAU']	1	1	1
20271	['4IH']	1	1	1
20272	['NA9']	1	1	1
20273	['4CD']	1	1	1
20274	['4DN']	1	1	1
20275	['4D7']	1	1	1
20276	['4DZ']	1	1	1
20277	['4DY']	1	1	1
20278	['N93']	1	1	1
20279	['4DV']	1	1	1
20280	['4DT']	1	1	1
20281	['4DQ']	1	1	1
20282	['4DO']	1	1	1
20283	['4FR']	1	1	1
20284	['4DL']	1	1	1
20285	['N9J']	1	1	1
20286	['4DK']	1	1	1
20287	['4DJ']	1	1	1
20288	['4DH']	1	1	1
20289	['4DF']	1	1	1
20290	['NA3']	1	1	1
20291	['4DC']	1	1	1
20292	['4D9']	1	1	1
20293	['MZ8']	1	1	1
20294	['MZ1']	1	1	1
20295	['4JS']	1	1	1
20296	['4GO']	1	1	1
20297	['4G5']	1	1	1
20298	['4G3']	1	1	1
20299	['4G2']	1	1	1
20300	['4G1']	1	1	1
20301	['4FY']	1	1	1
20302	['4FX']	1	1	1
20303	['4GM']	1	1	1
20304	['MY7']	1	1	1
20305	['4GP']	1	1	1
20306	['MXS']	1	1	1
20307	['MY9']	1	1	1
20308	['MYE']	1	1	1
20309	['4H9']	1	1	1
20310	['4H8']	1	1	1
20311	['4H7']	1	1	1
20312	['4H6']	1	1	1
20313	['4FV']	1	1	1
20314	['MYF']	1	1	1
20315	['4G8']	1	1	1
20316	['MYQ']	1	1	1
20317	['4JR']	1	1	1
20318	['MZ7']	1	1	1
20319	['MZ2']	1	1	1
20320	['MZ3']	1	1	1
20321	['4JM']	1	1	1
20322	['MZ4']	1	1	1
20323	['MZ5']	1	1	1
20324	['4JG']	1	1	1
20325	['4JF']	1	1	1
20326	['MZ6']	1	1	1
20327	['MZ9']	1	1	1
20328	['4GE']	1	1	1
20329	['4J7']	1	1	1
20330	['MZA']	1	1	1
20331	['4HK']	1	1	1
20332	['MZB']	1	1	1
20333	['MZD']	1	1	1
20334	['MZJ']	1	1	1
20335	['MZL']	1	1	1
20336	['MZO']	1	1	1
20337	['4D5']	1	1	1
20338	['N73']	1	1	1
20339	['4H1']	1	1	1
20340	['N4I']	1	1	1
20341	['3XT']	1	1	1
20342	['3XS']	1	1	1
20343	['3XR']	1	1	1
20344	['LK1']	1	1	1
20345	['LK2']	1	1	1
20346	['3XN']	1	1	1
20347	['3XM']	1	1	1
20348	['3XL']	1	1	1
20349	['MD7']	1	1	1
20350	['NKX']	1	1	1
20351	['460']	1	1	1
20352	['N57']	1	1	1
20353	['4ER']	1	1	1
20354	['4EQ']	1	1	1
20355	['4EP']	1	1	1
20356	['4EO']	1	1	1
20357	['4EM']	1	1	1
20358	['N58']	1	1	1
20359	['4EK']	1	1	1
20360	['3XU']	1	1	1
20361	['3XW']	1	1	1
20362	['3WO']	1	1	1
20363	['3XJ']	1	1	1
20364	['3X2']	1	1	1
20365	['3X0']	1	1	1
20366	['LJM']	1	1	1
20367	['LJP']	1	1	1
20368	['3WR']	1	1	1
20369	['3WQ']	1	1	1
20370	['3XG']	1	1	1
20371	['3XH']	1	1	1
20372	['3XK']	1	1	1
20373	['3XX']	1	1	1
20374	['3Y5']	1	1	1
20375	['LJZ']	1	1	1
20376	['3Y3']	1	1	1
20377	['3Y2']	1	1	1
20378	['3Y1']	1	1	1
20379	['3Y0']	1	1	1
20380	['3XZ']	1	1	1
20381	['3XY']	1	1	1
20382	['N5B']	1	1	1
20383	['N5C']	1	1	1
20384	['4EG']	1	1	1
20385	['4D1']	1	1	1
20386	['4F2']	1	1	1
20387	['N3B']	1	1	1
20388	['4F0']	1	1	1
20389	['4EV']	1	1	1
20390	['4E3']	1	1	1
20391	['4E2']	1	1	1
20392	['N3F']	1	1	1
20393	['4D3']	1	1	1
20394	['4D0']	1	1	1
20395	['N53']	1	1	1
20396	['4CZ']	1	1	1
20397	['4CX']	1	1	1
20398	['4CU']	1	1	1
20399	['N45']	1	1	1
20400	['N48']	1	1	1
20401	['N4A']	1	1	1
20402	['4CP']	1	1	1
20403	['N4D']	1	1	1
20404	['4F6']	1	1	1
20405	['4F8']	1	1	1
20406	['N5G']	1	1	1
20407	['4E4']	1	1	1
20408	['N5N']	1	1	1
20409	['N61']	1	1	1
20410	['4EB']	1	1	1
20411	['4EA']	1	1	1
20412	['N66']	1	1	1
20413	['N69']	1	1	1
20414	['N6L']	1	1	1
20415	['4ET']	1	1	1
20416	['4EW']	1	1	1
20417	['N56']	1	1	1
20418	['4FP']	1	1	1
20419	['4FN']	1	1	1
20420	['4FM']	1	1	1
20421	['4FJ']	1	1	1
20422	['4FI']	1	1	1
20423	['4FH']	1	1	1
20424	['N6R']	1	1	1
20425	['N6S']	1	1	1
20426	['4H3']	1	1	1
20427	['4GZ']	1	1	1
20428	['OE1']	1	1	1
20429	['4BD']	1	1	1
20430	['4BU']	1	1	1
20431	['NK8']	1	1	1
20432	['4BS']	1	1	1
20433	['4BR']	1	1	1
20434	['4BQ']	1	1	1
20435	['4BP']	1	1	1
20436	['4BO']	1	1	1
20437	['4BN']	1	1	1
20438	['4BK']	1	1	1
20439	['NK9']	1	1	1
20440	['4AO']	1	1	1
20441	['4AN']	1	1	1
20442	['49Q']	1	1	1
20443	['49P']	1	1	1
20444	['49O']	1	1	1
20445	['49N']	1	1	1
20446	['NKG']	1	1	1
20447	['49H']	1	1	1
20448	['49G']	1	1	1
20449	['4BV']	1	1	1
20450	['NK7']	1	1	1
20451	['NK2']	1	1	1
20452	['NGP']	1	1	1
20453	['NG2']	1	1	1
20454	['4B3']	1	1	1
20455	['NG4']	1	1	1
20456	['4B1']	1	1	1
20457	['NGB']	1	1	1
20458	['4AY']	1	1	1
20459	['4AU']	1	1	1
20460	['4BI']	1	1	1
20461	['NI0']	1	1	1
20462	['4C0']	1	1	1
20463	['NJD']	1	1	1
20464	['4C8']	1	1	1
20465	['4C7']	1	1	1
20466	['NJJ']	1	1	1
